region_id,sciname,class,common,status,year
1,Cirrhitichthys oxycephalus,actinopterygii,Coral Hawkfish,0,2020
1,Cirrhitus pinnulatus,actinopterygii,Stocky Hawkfish,0,2020
1,Conger cinereus,actinopterygii,Ashen Conger Eel,0,2020
1,Dendrochirus biocellatus,actinopterygii,Twospot Turkeyfish,0,2020
1,Decapterus macarellus,actinopterygii,Mackerel Scad,0,2020
1,Diodon hystrix,actinopterygii,Spot-fin Porcupinefish,0,2020
1,Echidna nebulosa,actinopterygii,Snowflake Eel,0,2020
1,Elagatis bipinnulata,actinopterygii,Rainbow Runner,0,2020
1,Eviota prasites,actinopterygii,Hairfin Eviota,0,2020
1,Fusigobius neophytus,actinopterygii,Common Fusegoby,0,2020
1,Gnathodentex aureolineatus,actinopterygii,Striped Large-eye Bream,0,2020
1,Gobiodon rivulatus,actinopterygii,Rippled Coralgoby,0,2020
1,Grammistes sexlineatus,actinopterygii,Goldenstriped Soapfish,0,2020
1,Gymnothorax flavimarginatus,actinopterygii,Yellow Edged Moray,0,2020
1,Gymnothorax javanicus,actinopterygii,Giant Moray,0,2020
1,Gymnothorax meleagris,actinopterygii,Painted Moray,0,2020
1,Gymnosarda unicolor,actinopterygii,Dogtooth Tuna,0,2020
1,Gymnothorax undulatus,actinopterygii,Undulated Moray,0,2020
1,Halichoeres ornatissimus,actinopterygii,Ornate Wrasse,0,2020
1,Heteropriacanthus cruentatus,actinopterygii,Glasseye Snapper,0,2020
1,Hologymnosus annulatus,actinopterygii,Narrow-banded rainbowfish,0,2020
1,Kyphosus cinerascens,actinopterygii,Blue Sea Chub,0,2020
1,Kyphosus vaigiensis,actinopterygii,Brassy Chub,0,2020
1,Lethrinus olivaceus,actinopterygii,Longface Emperor,0,2020
1,Lethrinus xanthochilus,actinopterygii,Yellowlip Emperor,0,2020
1,Lutjanus bohar,actinopterygii,Two-spot Red Snapper,0,2020
1,Lutjanus fulvus,actinopterygii,Blacktail Snapper,0,2020
1,Lutjanus gibbus,actinopterygii,Humpback Red Snapper,0,2020
1,Lutjanus monostigma,actinopterygii,One-spot Snapper,0,2020
1,Melichthys niger,actinopterygii,Black Triggerfish,0,2020
1,Monotaxis grandoculis,actinopterygii,Humpnose Big-eye Bream,0,2020
1,Mulloidichthys flavolineatus,actinopterygii,Yellowstripe Goatfish,0,2020
1,Mulloidichthys mimicus,actinopterygii,Mimic goatfish,0,2020
1,Mulloidichthys vanicolensis,actinopterygii,Yellowfin goatfish,0,2020
1,Myripristis adusta,actinopterygii,Shadowfin Soldierfish,0,2020
1,Myripristis amaena,actinopterygii,Brick Soldierfish,0,2020
1,Myripristis berndti,actinopterygii,Blotcheye Soldierfish,0,2020
1,Myripristis earlei,actinopterygii,Earle's Soldierfish,0,2020
1,Myripristis kuntee,actinopterygii,Shoulderbar Soldierfish,0,2020
1,Myripristis murdjan,actinopterygii,Pinecone Soldierfish,0,2020
1,Myripristis woodsi,actinopterygii,Whitespot Soldierfish,0,2020
1,Naso annulatus,actinopterygii,Whitemargin Unicornfish,0,2020
1,Naso caesius,actinopterygii,Gray Unicornfish,0,2020
1,Nemateleotris magnifica,actinopterygii,Fire Dartfish,0,2020
1,Neoniphon opercularis,actinopterygii,Blackfin Squirrelfish,0,2020
1,Neoniphon sammara,actinopterygii,Sammara Squirrelfish,0,2020
1,Oxycheilinus digramma,actinopterygii,Cheek-lined Maori wrasse,0,2020
1,Paracirrhites arcatus,actinopterygii,Arc-eye Hawkfish,0,2020
1,Parupeneus barberinus,actinopterygii,Dash-and-dot goatfish,0,2020
1,Parupeneus cyclostomus,actinopterygii,Gold-saddle goatfish,0,2020
1,Paragobiodon echinocephalus,actinopterygii,Redhead Goby,0,2020
1,Paracirrhites forsteri,actinopterygii,Blackside Hawkfish,0,2020
1,Paracirrhites hemistictus,actinopterygii,Whitespot Hawkfish,0,2020
1,Parupeneus insularis,actinopterygii,Twosaddle goatfish,0,2020
1,Parupeneus multifasciatus,actinopterygii,Banded Goatfish,0,2020
1,Pervagor janthinosoma,actinopterygii,Blackbar Filefish,0,2020
1,Pseudocoris aurantiofasciata,actinopterygii,Rust-banded wrasse,0,2020
1,Pseudanthias bartlettorum,actinopterygii,Bartlett's Anthias,0,2020
1,Pseudanthias dispar,actinopterygii,Peach Fairy Basslet,0,2020
1,Pseudanthias olivaceus,actinopterygii,NA,0,2020
1,Pseudocoris yamashiroi,actinopterygii,Yamashiro's wrasse,0,2020
1,Pterois antennata,actinopterygii,Broadbared Lionfish,0,2020
1,Ptereleotris evides,actinopterygii,Blackfin Dartfish,0,2020
1,Ptereleotris heteroptera,actinopterygii,Blacktail Goby,0,2020
1,Pterocaesio marri,actinopterygii,Marr's Fusilier,0,2020
1,Pterocaesio tile,actinopterygii,Dark-banded Fusilier,0,2020
1,Ptereleotris zebra,actinopterygii,Chinese Zebra Goby,0,2020
1,Pygoplites diacanthus,actinopterygii,Royal Angelfish,0,2020
1,Sargocentron caudimaculatum,actinopterygii,Silverspot Squirrelfish,0,2020
1,Sargocentron diadema,actinopterygii,Crown Squirrelfish,0,2020
1,Saurida gracilis,actinopterygii,Gracile Lizardfish,0,2020
1,Sargocentron microstoma,actinopterygii,Smallmouth Squirrelfish,0,2020
1,Sargocentron punctatissimum,actinopterygii,Speckled Squirrelfish,0,2020
1,Sargocentron spiniferum,actinopterygii,Sabre Squirrelfish,0,2020
1,Sargocentron tiere,actinopterygii,Blue Lined Squirrelfish,0,2020
1,Scarus altipinnis,actinopterygii,Filament-finned Parrotfish,0,2020
1,Scarus forsteni,actinopterygii,Forsten's Parrotfish,0,2020
1,Scarus ghobban,actinopterygii,Blue-barred Parrotfish,0,2020
1,Scomberoides lysan,actinopterygii,Doublespotted Queenfish,0,2020
1,Scorpaenodes parvipinnis,actinopterygii,Lowfin Scorpionfish,0,2020
1,Selar crumenophthalmus,actinopterygii,Bigeye Scad,0,2020
1,Sebastapistes cyanostigma,actinopterygii,Yellowspotted Scorpionfish,0,2020
1,Seriola dumerili,actinopterygii,Greater Amberjack,0,2020
1,Sphyraena barracuda,actinopterygii,Great Barracuda,0,2020
1,Sphyrna lewini,chondrichthyes,Scalloped Hammerhead,0.8,2020
1,Sphyrna mokarran,chondrichthyes,Great Hammerhead,0.8,2020
1,Synodus variegatus,actinopterygii,Variegated Lizardfish,0,2020
1,Tylosurus crocodilus,actinopterygii,Hound Needlefish,0,2020
1,Valenciennea strigata,actinopterygii,Golden-head Sleeper-goby,0,2020
1,Zanclus cornutus,actinopterygii,Moorish Idol,0,2020
