region_id,habitat,year,zone,area_km,status
1,coral,2011,Back Reef,5.717059315999999,0.005610272384307024
1,coral,2011,Fore Reef East,9.867515130000001,0.2319452386793553
1,coral,2011,Fore Reef West,21.26695954,0.6628384467223187
1,coral,2011,Lagoon,10.464687290999999,0.06706118486727747
1,coral,2011,Reef Crest,2.4717762459999997,0.32719734697215797
